attack_type,eps,targeted,target_strategy,target_class,dataset_label,identity_id,identity_name,identity_dir,source_image_path,adversarial_image_path,linf,mean_abs_perturbation
fgsm,0.15,True,least-likely,7406,24,n008389,"""Tamara_Beckwith""",024_n008389_Tamara_Beckwith,dataset/clean_cropped/NN1/024_n008389_Tamara_Beckwith/0002.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/024_n008389_Tamara_Beckwith/0002.jpg,0.15,0.13645
fgsm,0.15,True,least-likely,5398,24,n008389,"""Tamara_Beckwith""",024_n008389_Tamara_Beckwith,dataset/clean_cropped/NN1/024_n008389_Tamara_Beckwith/0003.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/024_n008389_Tamara_Beckwith/0003.jpg,0.15,0.140306
fgsm,0.15,True,least-likely,7013,24,n008389,"""Tamara_Beckwith""",024_n008389_Tamara_Beckwith,dataset/clean_cropped/NN1/024_n008389_Tamara_Beckwith/0004.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/024_n008389_Tamara_Beckwith/0004.jpg,0.15,0.144327
fgsm,0.15,True,least-likely,6581,24,n008389,"""Tamara_Beckwith""",024_n008389_Tamara_Beckwith,dataset/clean_cropped/NN1/024_n008389_Tamara_Beckwith/0006.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/024_n008389_Tamara_Beckwith/0006.jpg,0.15,0.143639
fgsm,0.15,True,least-likely,6553,24,n008389,"""Tamara_Beckwith""",024_n008389_Tamara_Beckwith,dataset/clean_cropped/NN1/024_n008389_Tamara_Beckwith/0007.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/024_n008389_Tamara_Beckwith/0007.jpg,0.15,0.143666
fgsm,0.15,True,least-likely,7823,24,n008389,"""Tamara_Beckwith""",024_n008389_Tamara_Beckwith,dataset/clean_cropped/NN1/024_n008389_Tamara_Beckwith/0008.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/024_n008389_Tamara_Beckwith/0008.jpg,0.15,0.139914
fgsm,0.15,True,least-likely,38,24,n008389,"""Tamara_Beckwith""",024_n008389_Tamara_Beckwith,dataset/clean_cropped/NN1/024_n008389_Tamara_Beckwith/0009.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/024_n008389_Tamara_Beckwith/0009.jpg,0.15,0.143891
fgsm,0.15,True,least-likely,2382,25,n005845,"""Maura_Rivera""",025_n005845_Maura_Rivera,dataset/clean_cropped/NN1/025_n005845_Maura_Rivera/0000.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/025_n005845_Maura_Rivera/0000.jpg,0.15,0.140081
fgsm,0.15,True,least-likely,2186,25,n005845,"""Maura_Rivera""",025_n005845_Maura_Rivera,dataset/clean_cropped/NN1/025_n005845_Maura_Rivera/0001.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/025_n005845_Maura_Rivera/0001.jpg,0.15,0.142892
fgsm,0.15,True,least-likely,3133,25,n005845,"""Maura_Rivera""",025_n005845_Maura_Rivera,dataset/clean_cropped/NN1/025_n005845_Maura_Rivera/0002.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/025_n005845_Maura_Rivera/0002.jpg,0.15,0.132195
fgsm,0.15,True,least-likely,6378,25,n005845,"""Maura_Rivera""",025_n005845_Maura_Rivera,dataset/clean_cropped/NN1/025_n005845_Maura_Rivera/0003.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/025_n005845_Maura_Rivera/0003.jpg,0.15,0.140929
fgsm,0.15,True,least-likely,564,25,n005845,"""Maura_Rivera""",025_n005845_Maura_Rivera,dataset/clean_cropped/NN1/025_n005845_Maura_Rivera/0004.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/025_n005845_Maura_Rivera/0004.jpg,0.15,0.142323
fgsm,0.15,True,least-likely,834,25,n005845,"""Maura_Rivera""",025_n005845_Maura_Rivera,dataset/clean_cropped/NN1/025_n005845_Maura_Rivera/0005.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/025_n005845_Maura_Rivera/0005.jpg,0.15,0.141673
fgsm,0.15,True,least-likely,1276,25,n005845,"""Maura_Rivera""",025_n005845_Maura_Rivera,dataset/clean_cropped/NN1/025_n005845_Maura_Rivera/0006.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/025_n005845_Maura_Rivera/0006.jpg,0.15,0.137747
fgsm,0.15,True,least-likely,6115,25,n005845,"""Maura_Rivera""",025_n005845_Maura_Rivera,dataset/clean_cropped/NN1/025_n005845_Maura_Rivera/0007.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/025_n005845_Maura_Rivera/0007.jpg,0.15,0.141117
fgsm,0.15,True,least-likely,269,25,n005845,"""Maura_Rivera""",025_n005845_Maura_Rivera,dataset/clean_cropped/NN1/025_n005845_Maura_Rivera/0008.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/025_n005845_Maura_Rivera/0008.jpg,0.15,0.124938
fgsm,0.15,True,least-likely,1654,25,n005845,"""Maura_Rivera""",025_n005845_Maura_Rivera,dataset/clean_cropped/NN1/025_n005845_Maura_Rivera/0009.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/025_n005845_Maura_Rivera/0009.jpg,0.15,0.141623
fgsm,0.15,True,least-likely,7492,26,n005704,"""Marky_Cielo""",026_n005704_Marky_Cielo,dataset/clean_cropped/NN1/026_n005704_Marky_Cielo/0000.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/026_n005704_Marky_Cielo/0000.jpg,0.15,0.138224
fgsm,0.15,True,least-likely,3898,26,n005704,"""Marky_Cielo""",026_n005704_Marky_Cielo,dataset/clean_cropped/NN1/026_n005704_Marky_Cielo/0001.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/026_n005704_Marky_Cielo/0001.jpg,0.15,0.142393
fgsm,0.15,True,least-likely,3898,26,n005704,"""Marky_Cielo""",026_n005704_Marky_Cielo,dataset/clean_cropped/NN1/026_n005704_Marky_Cielo/0002.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/026_n005704_Marky_Cielo/0002.jpg,0.15,0.130759
fgsm,0.15,True,least-likely,3898,26,n005704,"""Marky_Cielo""",026_n005704_Marky_Cielo,dataset/clean_cropped/NN1/026_n005704_Marky_Cielo/0003.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/026_n005704_Marky_Cielo/0003.jpg,0.15,0.127276
fgsm,0.15,True,least-likely,3898,26,n005704,"""Marky_Cielo""",026_n005704_Marky_Cielo,dataset/clean_cropped/NN1/026_n005704_Marky_Cielo/0004.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/026_n005704_Marky_Cielo/0004.jpg,0.15,0.130059
fgsm,0.15,True,least-likely,3898,26,n005704,"""Marky_Cielo""",026_n005704_Marky_Cielo,dataset/clean_cropped/NN1/026_n005704_Marky_Cielo/0005.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/026_n005704_Marky_Cielo/0005.jpg,0.15,0.135155
fgsm,0.15,True,least-likely,114,26,n005704,"""Marky_Cielo""",026_n005704_Marky_Cielo,dataset/clean_cropped/NN1/026_n005704_Marky_Cielo/0006.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/026_n005704_Marky_Cielo/0006.jpg,0.15,0.139305
fgsm,0.15,True,least-likely,7942,26,n005704,"""Marky_Cielo""",026_n005704_Marky_Cielo,dataset/clean_cropped/NN1/026_n005704_Marky_Cielo/0007.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/026_n005704_Marky_Cielo/0007.jpg,0.15,0.128753
fgsm,0.15,True,least-likely,3898,26,n005704,"""Marky_Cielo""",026_n005704_Marky_Cielo,dataset/clean_cropped/NN1/026_n005704_Marky_Cielo/0008.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/026_n005704_Marky_Cielo/0008.jpg,0.15,0.13904
fgsm,0.15,True,least-likely,114,26,n005704,"""Marky_Cielo""",026_n005704_Marky_Cielo,dataset/clean_cropped/NN1/026_n005704_Marky_Cielo/0009.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/026_n005704_Marky_Cielo/0009.jpg,0.15,0.122627
fgsm,0.15,True,least-likely,4958,27,n008620,"""Tomatito""",027_n008620_Tomatito,dataset/clean_cropped/NN1/027_n008620_Tomatito/0002.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/027_n008620_Tomatito/0002.jpg,0.15,0.135565
fgsm,0.15,True,least-likely,5002,27,n008620,"""Tomatito""",027_n008620_Tomatito,dataset/clean_cropped/NN1/027_n008620_Tomatito/0003.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/027_n008620_Tomatito/0003.jpg,0.15,0.139778
fgsm,0.15,True,least-likely,4792,27,n008620,"""Tomatito""",027_n008620_Tomatito,dataset/clean_cropped/NN1/027_n008620_Tomatito/0004.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/027_n008620_Tomatito/0004.jpg,0.15,0.132201
fgsm,0.15,True,least-likely,7963,27,n008620,"""Tomatito""",027_n008620_Tomatito,dataset/clean_cropped/NN1/027_n008620_Tomatito/0005.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/027_n008620_Tomatito/0005.jpg,0.15,0.134059
fgsm,0.15,True,least-likely,4021,27,n008620,"""Tomatito""",027_n008620_Tomatito,dataset/clean_cropped/NN1/027_n008620_Tomatito/0006.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/027_n008620_Tomatito/0006.jpg,0.15,0.128464
fgsm,0.15,True,least-likely,537,27,n008620,"""Tomatito""",027_n008620_Tomatito,dataset/clean_cropped/NN1/027_n008620_Tomatito/0008.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/027_n008620_Tomatito/0008.jpg,0.15,0.131009
fgsm,0.15,True,least-likely,6111,27,n008620,"""Tomatito""",027_n008620_Tomatito,dataset/clean_cropped/NN1/027_n008620_Tomatito/0009.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/027_n008620_Tomatito/0009.jpg,0.15,0.121915
fgsm,0.15,True,least-likely,7415,28,n006836,"""Paul_DiAnno""",028_n006836_Paul_DiAnno,dataset/clean_cropped/NN1/028_n006836_Paul_DiAnno/0000.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/028_n006836_Paul_DiAnno/0000.jpg,0.15,0.140943
fgsm,0.15,True,least-likely,4869,28,n006836,"""Paul_DiAnno""",028_n006836_Paul_DiAnno,dataset/clean_cropped/NN1/028_n006836_Paul_DiAnno/0001.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/028_n006836_Paul_DiAnno/0001.jpg,0.15,0.138919
fgsm,0.15,True,least-likely,8596,28,n006836,"""Paul_DiAnno""",028_n006836_Paul_DiAnno,dataset/clean_cropped/NN1/028_n006836_Paul_DiAnno/0002.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/028_n006836_Paul_DiAnno/0002.jpg,0.15,0.132936
fgsm,0.15,True,least-likely,1073,28,n006836,"""Paul_DiAnno""",028_n006836_Paul_DiAnno,dataset/clean_cropped/NN1/028_n006836_Paul_DiAnno/0003.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/028_n006836_Paul_DiAnno/0003.jpg,0.15,0.123062
fgsm,0.15,True,least-likely,6377,28,n006836,"""Paul_DiAnno""",028_n006836_Paul_DiAnno,dataset/clean_cropped/NN1/028_n006836_Paul_DiAnno/0004.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/028_n006836_Paul_DiAnno/0004.jpg,0.15,0.125068
fgsm,0.15,True,least-likely,192,28,n006836,"""Paul_DiAnno""",028_n006836_Paul_DiAnno,dataset/clean_cropped/NN1/028_n006836_Paul_DiAnno/0005.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/028_n006836_Paul_DiAnno/0005.jpg,0.15,0.141909
fgsm,0.15,True,least-likely,8596,28,n006836,"""Paul_DiAnno""",028_n006836_Paul_DiAnno,dataset/clean_cropped/NN1/028_n006836_Paul_DiAnno/0006.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/028_n006836_Paul_DiAnno/0006.jpg,0.15,0.139516
fgsm,0.15,True,least-likely,4756,28,n006836,"""Paul_DiAnno""",028_n006836_Paul_DiAnno,dataset/clean_cropped/NN1/028_n006836_Paul_DiAnno/0007.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/028_n006836_Paul_DiAnno/0007.jpg,0.15,0.126245
fgsm,0.15,True,least-likely,4201,28,n006836,"""Paul_DiAnno""",028_n006836_Paul_DiAnno,dataset/clean_cropped/NN1/028_n006836_Paul_DiAnno/0008.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/028_n006836_Paul_DiAnno/0008.jpg,0.15,0.138054
fgsm,0.15,True,least-likely,7679,28,n006836,"""Paul_DiAnno""",028_n006836_Paul_DiAnno,dataset/clean_cropped/NN1/028_n006836_Paul_DiAnno/0009.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/028_n006836_Paul_DiAnno/0009.jpg,0.15,0.132886
fgsm,0.15,True,least-likely,1168,29,n005009,"""Laura_Linney""",029_n005009_Laura_Linney,dataset/clean_cropped/NN1/029_n005009_Laura_Linney/0000.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/029_n005009_Laura_Linney/0000.jpg,0.15,0.142877
fgsm,0.15,True,least-likely,3710,29,n005009,"""Laura_Linney""",029_n005009_Laura_Linney,dataset/clean_cropped/NN1/029_n005009_Laura_Linney/0001.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/029_n005009_Laura_Linney/0001.jpg,0.15,0.127474
fgsm,0.15,True,least-likely,1168,29,n005009,"""Laura_Linney""",029_n005009_Laura_Linney,dataset/clean_cropped/NN1/029_n005009_Laura_Linney/0002.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/029_n005009_Laura_Linney/0002.jpg,0.15,0.141289
fgsm,0.15,True,least-likely,7719,29,n005009,"""Laura_Linney""",029_n005009_Laura_Linney,dataset/clean_cropped/NN1/029_n005009_Laura_Linney/0003.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/029_n005009_Laura_Linney/0003.jpg,0.15,0.141686
fgsm,0.15,True,least-likely,3345,29,n005009,"""Laura_Linney""",029_n005009_Laura_Linney,dataset/clean_cropped/NN1/029_n005009_Laura_Linney/0004.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/029_n005009_Laura_Linney/0004.jpg,0.15,0.139069
fgsm,0.15,True,least-likely,2359,29,n005009,"""Laura_Linney""",029_n005009_Laura_Linney,dataset/clean_cropped/NN1/029_n005009_Laura_Linney/0005.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/029_n005009_Laura_Linney/0005.jpg,0.15,0.14286
fgsm,0.15,True,least-likely,4226,29,n005009,"""Laura_Linney""",029_n005009_Laura_Linney,dataset/clean_cropped/NN1/029_n005009_Laura_Linney/0006.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/029_n005009_Laura_Linney/0006.jpg,0.15,0.14222
fgsm,0.15,True,least-likely,1168,29,n005009,"""Laura_Linney""",029_n005009_Laura_Linney,dataset/clean_cropped/NN1/029_n005009_Laura_Linney/0007.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/029_n005009_Laura_Linney/0007.jpg,0.15,0.139286
fgsm,0.15,True,least-likely,4277,29,n005009,"""Laura_Linney""",029_n005009_Laura_Linney,dataset/clean_cropped/NN1/029_n005009_Laura_Linney/0008.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/029_n005009_Laura_Linney/0008.jpg,0.15,0.141584
fgsm,0.15,True,least-likely,4532,29,n005009,"""Laura_Linney""",029_n005009_Laura_Linney,dataset/clean_cropped/NN1/029_n005009_Laura_Linney/0009.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/029_n005009_Laura_Linney/0009.jpg,0.15,0.144167
fgsm,0.15,True,least-likely,635,30,n008046,"""Shraddha_Das""",030_n008046_Shraddha_Das,dataset/clean_cropped/NN1/030_n008046_Shraddha_Das/0000.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/030_n008046_Shraddha_Das/0000.jpg,0.15,0.141365
fgsm,0.15,True,least-likely,477,30,n008046,"""Shraddha_Das""",030_n008046_Shraddha_Das,dataset/clean_cropped/NN1/030_n008046_Shraddha_Das/0001.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/030_n008046_Shraddha_Das/0001.jpg,0.15,0.137317
fgsm,0.15,True,least-likely,616,30,n008046,"""Shraddha_Das""",030_n008046_Shraddha_Das,dataset/clean_cropped/NN1/030_n008046_Shraddha_Das/0002.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/030_n008046_Shraddha_Das/0002.jpg,0.15,0.140772
fgsm,0.15,True,least-likely,616,30,n008046,"""Shraddha_Das""",030_n008046_Shraddha_Das,dataset/clean_cropped/NN1/030_n008046_Shraddha_Das/0003.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/030_n008046_Shraddha_Das/0003.jpg,0.15,0.14107
fgsm,0.15,True,least-likely,616,30,n008046,"""Shraddha_Das""",030_n008046_Shraddha_Das,dataset/clean_cropped/NN1/030_n008046_Shraddha_Das/0004.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/030_n008046_Shraddha_Das/0004.jpg,0.15,0.131592
fgsm,0.15,True,least-likely,8027,30,n008046,"""Shraddha_Das""",030_n008046_Shraddha_Das,dataset/clean_cropped/NN1/030_n008046_Shraddha_Das/0005.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/030_n008046_Shraddha_Das/0005.jpg,0.15,0.136664
fgsm,0.15,True,least-likely,3456,30,n008046,"""Shraddha_Das""",030_n008046_Shraddha_Das,dataset/clean_cropped/NN1/030_n008046_Shraddha_Das/0006.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/030_n008046_Shraddha_Das/0006.jpg,0.15,0.141977
fgsm,0.15,True,least-likely,3456,30,n008046,"""Shraddha_Das""",030_n008046_Shraddha_Das,dataset/clean_cropped/NN1/030_n008046_Shraddha_Das/0007.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/030_n008046_Shraddha_Das/0007.jpg,0.15,0.135463
fgsm,0.15,True,least-likely,1475,30,n008046,"""Shraddha_Das""",030_n008046_Shraddha_Das,dataset/clean_cropped/NN1/030_n008046_Shraddha_Das/0008.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/030_n008046_Shraddha_Das/0008.jpg,0.15,0.131041
fgsm,0.15,True,least-likely,616,30,n008046,"""Shraddha_Das""",030_n008046_Shraddha_Das,dataset/clean_cropped/NN1/030_n008046_Shraddha_Das/0009.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/030_n008046_Shraddha_Das/0009.jpg,0.15,0.132113
fgsm,0.15,True,least-likely,5794,31,n001155,"""Brad_Garrett""",031_n001155_Brad_Garrett,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0000.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/031_n001155_Brad_Garrett/0000.jpg,0.15,0.141577
fgsm,0.15,True,least-likely,5450,31,n001155,"""Brad_Garrett""",031_n001155_Brad_Garrett,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0002.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/031_n001155_Brad_Garrett/0002.jpg,0.15,0.133032
fgsm,0.15,True,least-likely,587,31,n001155,"""Brad_Garrett""",031_n001155_Brad_Garrett,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0004.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/031_n001155_Brad_Garrett/0004.jpg,0.15,0.136302
fgsm,0.15,True,least-likely,7951,31,n001155,"""Brad_Garrett""",031_n001155_Brad_Garrett,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0005.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/031_n001155_Brad_Garrett/0005.jpg,0.15,0.135565
fgsm,0.15,True,least-likely,2075,31,n001155,"""Brad_Garrett""",031_n001155_Brad_Garrett,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0006.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/031_n001155_Brad_Garrett/0006.jpg,0.15,0.134016
fgsm,0.15,True,least-likely,523,31,n001155,"""Brad_Garrett""",031_n001155_Brad_Garrett,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0007.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/031_n001155_Brad_Garrett/0007.jpg,0.15,0.139744
fgsm,0.15,True,least-likely,210,31,n001155,"""Brad_Garrett""",031_n001155_Brad_Garrett,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0009.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/031_n001155_Brad_Garrett/0009.jpg,0.15,0.141626
fgsm,0.15,True,least-likely,342,32,n005460,"""Malu_Mader""",032_n005460_Malu_Mader,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0000.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/032_n005460_Malu_Mader/0000.jpg,0.15,0.135145
fgsm,0.15,True,least-likely,8507,32,n005460,"""Malu_Mader""",032_n005460_Malu_Mader,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0002.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/032_n005460_Malu_Mader/0002.jpg,0.15,0.136623
fgsm,0.15,True,least-likely,2294,32,n005460,"""Malu_Mader""",032_n005460_Malu_Mader,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0003.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/032_n005460_Malu_Mader/0003.jpg,0.15,0.133054
fgsm,0.15,True,least-likely,5805,32,n005460,"""Malu_Mader""",032_n005460_Malu_Mader,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0004.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/032_n005460_Malu_Mader/0004.jpg,0.15,0.138555
fgsm,0.15,True,least-likely,7411,32,n005460,"""Malu_Mader""",032_n005460_Malu_Mader,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0005.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/032_n005460_Malu_Mader/0005.jpg,0.15,0.139011
fgsm,0.15,True,least-likely,1078,32,n005460,"""Malu_Mader""",032_n005460_Malu_Mader,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0006.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/032_n005460_Malu_Mader/0006.jpg,0.15,0.140927
fgsm,0.15,True,least-likely,8507,32,n005460,"""Malu_Mader""",032_n005460_Malu_Mader,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0007.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/032_n005460_Malu_Mader/0007.jpg,0.15,0.133692
fgsm,0.15,True,least-likely,7411,32,n005460,"""Malu_Mader""",032_n005460_Malu_Mader,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0008.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/032_n005460_Malu_Mader/0008.jpg,0.15,0.143228
fgsm,0.15,True,least-likely,8507,32,n005460,"""Malu_Mader""",032_n005460_Malu_Mader,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0009.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/032_n005460_Malu_Mader/0009.jpg,0.15,0.139529
fgsm,0.15,True,least-likely,940,33,n004688,"""Keisha_Buchanan""",033_n004688_Keisha_Buchanan,dataset/clean_cropped/NN1/033_n004688_Keisha_Buchanan/0000.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/033_n004688_Keisha_Buchanan/0000.jpg,0.15,0.135076
fgsm,0.15,True,least-likely,6570,33,n004688,"""Keisha_Buchanan""",033_n004688_Keisha_Buchanan,dataset/clean_cropped/NN1/033_n004688_Keisha_Buchanan/0001.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/033_n004688_Keisha_Buchanan/0001.jpg,0.15,0.134096
fgsm,0.15,True,least-likely,1266,33,n004688,"""Keisha_Buchanan""",033_n004688_Keisha_Buchanan,dataset/clean_cropped/NN1/033_n004688_Keisha_Buchanan/0002.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/033_n004688_Keisha_Buchanan/0002.jpg,0.15,0.137643
fgsm,0.15,True,least-likely,1177,33,n004688,"""Keisha_Buchanan""",033_n004688_Keisha_Buchanan,dataset/clean_cropped/NN1/033_n004688_Keisha_Buchanan/0003.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/033_n004688_Keisha_Buchanan/0003.jpg,0.15,0.137682
fgsm,0.15,True,least-likely,2561,33,n004688,"""Keisha_Buchanan""",033_n004688_Keisha_Buchanan,dataset/clean_cropped/NN1/033_n004688_Keisha_Buchanan/0004.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/033_n004688_Keisha_Buchanan/0004.jpg,0.15,0.133658
fgsm,0.15,True,least-likely,6299,33,n004688,"""Keisha_Buchanan""",033_n004688_Keisha_Buchanan,dataset/clean_cropped/NN1/033_n004688_Keisha_Buchanan/0005.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/033_n004688_Keisha_Buchanan/0005.jpg,0.15,0.141566
fgsm,0.15,True,least-likely,1276,33,n004688,"""Keisha_Buchanan""",033_n004688_Keisha_Buchanan,dataset/clean_cropped/NN1/033_n004688_Keisha_Buchanan/0006.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/033_n004688_Keisha_Buchanan/0006.jpg,0.15,0.143102
fgsm,0.15,True,least-likely,1122,33,n004688,"""Keisha_Buchanan""",033_n004688_Keisha_Buchanan,dataset/clean_cropped/NN1/033_n004688_Keisha_Buchanan/0007.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/033_n004688_Keisha_Buchanan/0007.jpg,0.15,0.140613
fgsm,0.15,True,least-likely,1122,33,n004688,"""Keisha_Buchanan""",033_n004688_Keisha_Buchanan,dataset/clean_cropped/NN1/033_n004688_Keisha_Buchanan/0008.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/033_n004688_Keisha_Buchanan/0008.jpg,0.15,0.137654
fgsm,0.15,True,least-likely,1122,33,n004688,"""Keisha_Buchanan""",033_n004688_Keisha_Buchanan,dataset/clean_cropped/NN1/033_n004688_Keisha_Buchanan/0009.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/033_n004688_Keisha_Buchanan/0009.jpg,0.15,0.12835
fgsm,0.15,True,least-likely,6581,34,n001804,"""Craig_Bellamy""",034_n001804_Craig_Bellamy,dataset/clean_cropped/NN1/034_n001804_Craig_Bellamy/0000.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/034_n001804_Craig_Bellamy/0000.jpg,0.15,0.142909
fgsm,0.15,True,least-likely,7394,34,n001804,"""Craig_Bellamy""",034_n001804_Craig_Bellamy,dataset/clean_cropped/NN1/034_n001804_Craig_Bellamy/0001.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/034_n001804_Craig_Bellamy/0001.jpg,0.15,0.141666
