dataset_label,identity_name,target_class,clean_pred_class,target_confidence,source_image_path,adversarial_image_path
79,"""Nino_Frassica""",7343,6102,1.885974370452459e-06,dataset/clean_cropped/NN1/079_n006578_Nino_Frassica/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/079_n006578_Nino_Frassica/0004.jpg
79,"""Nino_Frassica""",4628,6102,8.134288691508118e-07,dataset/clean_cropped/NN1/079_n006578_Nino_Frassica/0006.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/079_n006578_Nino_Frassica/0006.jpg
79,"""Nino_Frassica""",2160,6102,1.912539119075518e-06,dataset/clean_cropped/NN1/079_n006578_Nino_Frassica/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/079_n006578_Nino_Frassica/0007.jpg
79,"""Nino_Frassica""",5250,6102,1.566173750688904e-06,dataset/clean_cropped/NN1/079_n006578_Nino_Frassica/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/079_n006578_Nino_Frassica/0009.jpg
80,"""Zaza_Pachulia""",2410,8523,4.474645720620174e-06,dataset/clean_cropped/NN1/080_n009163_Zaza_Pachulia/0001.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/080_n009163_Zaza_Pachulia/0001.jpg
80,"""Zaza_Pachulia""",4469,8523,1.7258306570511195e-06,dataset/clean_cropped/NN1/080_n009163_Zaza_Pachulia/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/080_n009163_Zaza_Pachulia/0002.jpg
80,"""Zaza_Pachulia""",2410,8523,5.9274643717799336e-06,dataset/clean_cropped/NN1/080_n009163_Zaza_Pachulia/0006.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/080_n009163_Zaza_Pachulia/0006.jpg
80,"""Zaza_Pachulia""",3431,8523,1.4744917962161708e-06,dataset/clean_cropped/NN1/080_n009163_Zaza_Pachulia/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/080_n009163_Zaza_Pachulia/0007.jpg
80,"""Zaza_Pachulia""",2410,8523,2.2801225441071438e-06,dataset/clean_cropped/NN1/080_n009163_Zaza_Pachulia/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/080_n009163_Zaza_Pachulia/0009.jpg
82,"""Lee_Chung-yong""",4043,4714,8.465005976177054e-07,dataset/clean_cropped/NN1/082_n005064_Lee_Chung-yong/0001.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/082_n005064_Lee_Chung-yong/0001.jpg
82,"""Lee_Chung-yong""",7492,4714,8.774183868354157e-08,dataset/clean_cropped/NN1/082_n005064_Lee_Chung-yong/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/082_n005064_Lee_Chung-yong/0007.jpg
82,"""Lee_Chung-yong""",8585,4714,2.5233289306925144e-06,dataset/clean_cropped/NN1/082_n005064_Lee_Chung-yong/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/082_n005064_Lee_Chung-yong/0009.jpg
86,"""Charles_Tillman""",2212,1434,2.7846749617310707e-06,dataset/clean_cropped/NN1/086_n001526_Charles_Tillman/0006.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/086_n001526_Charles_Tillman/0006.jpg
86,"""Charles_Tillman""",4144,1434,5.151466666575288e-06,dataset/clean_cropped/NN1/086_n001526_Charles_Tillman/0008.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/086_n001526_Charles_Tillman/0008.jpg
87,"""Ryan_Merriman""",1032,7111,2.8422005925676785e-05,dataset/clean_cropped/NN1/087_n007644_Ryan_Merriman/0001.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/087_n007644_Ryan_Merriman/0001.jpg
87,"""Ryan_Merriman""",4334,7111,1.4665187109130784e-06,dataset/clean_cropped/NN1/087_n007644_Ryan_Merriman/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/087_n007644_Ryan_Merriman/0004.jpg
88,"""Raluca_Turcan""",2477,6684,3.5595141980593326e-06,dataset/clean_cropped/NN1/088_n007192_Raluca_Turcan/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/088_n007192_Raluca_Turcan/0002.jpg
88,"""Raluca_Turcan""",3872,6684,8.172462912625633e-06,dataset/clean_cropped/NN1/088_n007192_Raluca_Turcan/0003.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/088_n007192_Raluca_Turcan/0003.jpg
88,"""Raluca_Turcan""",2816,6684,8.899150088836905e-06,dataset/clean_cropped/NN1/088_n007192_Raluca_Turcan/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/088_n007192_Raluca_Turcan/0004.jpg
88,"""Raluca_Turcan""",3872,6684,5.694897936336929e-06,dataset/clean_cropped/NN1/088_n007192_Raluca_Turcan/0006.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/088_n007192_Raluca_Turcan/0006.jpg
88,"""Raluca_Turcan""",3410,6684,4.353121767053381e-06,dataset/clean_cropped/NN1/088_n007192_Raluca_Turcan/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/088_n007192_Raluca_Turcan/0007.jpg
91,"""Layne_Staley""",3621,4700,2.6517482183407992e-06,dataset/clean_cropped/NN1/091_n005050_Layne_Staley/0003.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/091_n005050_Layne_Staley/0003.jpg
93,"""Dolores_Chaplin""",5170,2108,3.7596280435536755e-06,dataset/clean_cropped/NN1/093_n002247_Dolores_Chaplin/0008.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/093_n002247_Dolores_Chaplin/0008.jpg
94,"""Tia_Mowry""",6771,7941,1.1276978511887137e-05,dataset/clean_cropped/NN1/094_n008545_Tia_Mowry/0003.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/094_n008545_Tia_Mowry/0003.jpg
96,"""Fiona_Apple""",242,2615,8.090175924735377e-07,dataset/clean_cropped/NN1/096_n002804_Fiona_Apple/0006.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/096_n002804_Fiona_Apple/0006.jpg
96,"""Fiona_Apple""",3174,2615,2.498499952707789e-06,dataset/clean_cropped/NN1/096_n002804_Fiona_Apple/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/096_n002804_Fiona_Apple/0007.jpg
98,"""Kasper_Hjulmand""",569,4300,3.750580071937293e-05,dataset/clean_cropped/NN1/098_n004607_Kasper_Hjulmand/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/098_n004607_Kasper_Hjulmand/0009.jpg
