dataset_label,identity_name,target_class,clean_pred_class,target_confidence,source_image_path,adversarial_image_path
37,"""Martin_Bader""",4177,5298,4.89210469822865e-06,dataset/clean_cropped/NN1/037_n005727_Martin_Bader/0007.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/037_n005727_Martin_Bader/0007.jpg
37,"""Martin_Bader""",4177,5298,6.510761977551738e-06,dataset/clean_cropped/NN1/037_n005727_Martin_Bader/0008.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/037_n005727_Martin_Bader/0008.jpg
38,"""Ximena_Navarrete""",2577,8419,0.00014229242515284568,dataset/clean_cropped/NN1/038_n009055_Ximena_Navarrete/0003.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/038_n009055_Ximena_Navarrete/0003.jpg
38,"""Ximena_Navarrete""",4342,8419,2.7809637686004862e-05,dataset/clean_cropped/NN1/038_n009055_Ximena_Navarrete/0005.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/038_n009055_Ximena_Navarrete/0005.jpg
38,"""Ximena_Navarrete""",4342,8419,6.775082874810323e-05,dataset/clean_cropped/NN1/038_n009055_Ximena_Navarrete/0009.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/038_n009055_Ximena_Navarrete/0009.jpg
39,"""Maurice_de_Hond""",5654,5406,2.0265215425752103e-05,dataset/clean_cropped/NN1/039_n005851_Maurice_de_Hond/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/039_n005851_Maurice_de_Hond/0000.jpg
40,"""Cody_Longo""",3212,1664,1.564138256071601e-05,dataset/clean_cropped/NN1/040_n001766_Cody_Longo/0001.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/040_n001766_Cody_Longo/0001.jpg
40,"""Cody_Longo""",2210,1664,4.128870841668686e-06,dataset/clean_cropped/NN1/040_n001766_Cody_Longo/0005.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/040_n001766_Cody_Longo/0005.jpg
40,"""Cody_Longo""",4119,1664,7.6108958637632895e-06,dataset/clean_cropped/NN1/040_n001766_Cody_Longo/0007.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/040_n001766_Cody_Longo/0007.jpg
41,"""Ruth_Langsford""",2179,7097,8.570689828957256e-07,dataset/clean_cropped/NN1/041_n007629_Ruth_Langsford/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/041_n007629_Ruth_Langsford/0000.jpg
41,"""Ruth_Langsford""",6506,7097,2.3071461328072473e-06,dataset/clean_cropped/NN1/041_n007629_Ruth_Langsford/0002.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/041_n007629_Ruth_Langsford/0002.jpg
41,"""Ruth_Langsford""",6506,7097,9.895950370264472e-07,dataset/clean_cropped/NN1/041_n007629_Ruth_Langsford/0008.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/041_n007629_Ruth_Langsford/0008.jpg
42,"""Gilbert_Arenas""",2596,2879,4.824500592803815e-06,dataset/clean_cropped/NN1/042_n003085_Gilbert_Arenas/0004.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/042_n003085_Gilbert_Arenas/0004.jpg
42,"""Gilbert_Arenas""",6822,2879,4.086049045781692e-07,dataset/clean_cropped/NN1/042_n003085_Gilbert_Arenas/0005.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/042_n003085_Gilbert_Arenas/0005.jpg
42,"""Gilbert_Arenas""",6822,2879,1.8556980307948834e-07,dataset/clean_cropped/NN1/042_n003085_Gilbert_Arenas/0009.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/042_n003085_Gilbert_Arenas/0009.jpg
43,"""Christophe_Maé""",422,1573,2.448860504955519e-05,dataset/clean_cropped/NN1/043_n001670_Christophe_Ma/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/043_n001670_Christophe_Ma/0000.jpg
43,"""Christophe_Maé""",3750,1573,1.4412034943234175e-05,dataset/clean_cropped/NN1/043_n001670_Christophe_Ma/0001.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/043_n001670_Christophe_Ma/0001.jpg
43,"""Christophe_Maé""",6942,1573,2.473403583280742e-05,dataset/clean_cropped/NN1/043_n001670_Christophe_Ma/0002.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/043_n001670_Christophe_Ma/0002.jpg
43,"""Christophe_Maé""",671,1573,1.9259541659266688e-05,dataset/clean_cropped/NN1/043_n001670_Christophe_Ma/0005.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/043_n001670_Christophe_Ma/0005.jpg
43,"""Christophe_Maé""",4421,1573,0.00017433002358302474,dataset/clean_cropped/NN1/043_n001670_Christophe_Ma/0006.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/043_n001670_Christophe_Ma/0006.jpg
44,"""Nikki_Giovanni""",2406,6076,6.660292274318635e-05,dataset/clean_cropped/NN1/044_n006550_Nikki_Giovanni/0002.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/044_n006550_Nikki_Giovanni/0002.jpg
44,"""Nikki_Giovanni""",803,6076,0.00010058016050606966,dataset/clean_cropped/NN1/044_n006550_Nikki_Giovanni/0003.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/044_n006550_Nikki_Giovanni/0003.jpg
45,"""Michelle_Jenner""",3594,5602,0.00024548821966163814,dataset/clean_cropped/NN1/045_n006058_Michelle_Jenner/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/045_n006058_Michelle_Jenner/0000.jpg
45,"""Michelle_Jenner""",7036,5602,0.00017696920258458704,dataset/clean_cropped/NN1/045_n006058_Michelle_Jenner/0003.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/045_n006058_Michelle_Jenner/0003.jpg
45,"""Michelle_Jenner""",8166,5602,0.0015896436525508761,dataset/clean_cropped/NN1/045_n006058_Michelle_Jenner/0006.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/045_n006058_Michelle_Jenner/0006.jpg
46,"""Esperanza_Spalding""",4336,2451,1.4930213865227415e-06,dataset/clean_cropped/NN1/046_n002622_Esperanza_Spalding/0002.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/046_n002622_Esperanza_Spalding/0002.jpg
46,"""Esperanza_Spalding""",2462,2451,3.1023046176414937e-06,dataset/clean_cropped/NN1/046_n002622_Esperanza_Spalding/0008.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/046_n002622_Esperanza_Spalding/0008.jpg
47,"""Pete_Rose""",1406,6444,4.1584917198633775e-07,dataset/clean_cropped/NN1/047_n006935_Pete_Rose/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/047_n006935_Pete_Rose/0000.jpg
47,"""Pete_Rose""",3611,6444,3.538314558682032e-06,dataset/clean_cropped/NN1/047_n006935_Pete_Rose/0001.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/047_n006935_Pete_Rose/0001.jpg
47,"""Pete_Rose""",1506,6444,9.201000466418918e-06,dataset/clean_cropped/NN1/047_n006935_Pete_Rose/0002.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/047_n006935_Pete_Rose/0002.jpg
47,"""Pete_Rose""",6765,6444,1.0779483091027942e-05,dataset/clean_cropped/NN1/047_n006935_Pete_Rose/0003.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/047_n006935_Pete_Rose/0003.jpg
47,"""Pete_Rose""",4090,6444,1.656618337619875e-06,dataset/clean_cropped/NN1/047_n006935_Pete_Rose/0005.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/047_n006935_Pete_Rose/0005.jpg
48,"""Quade_Cooper""",5549,6594,7.246604218380526e-05,dataset/clean_cropped/NN1/048_n007093_Quade_Cooper/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/048_n007093_Quade_Cooper/0000.jpg
48,"""Quade_Cooper""",3435,6594,7.690599886700511e-06,dataset/clean_cropped/NN1/048_n007093_Quade_Cooper/0003.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/048_n007093_Quade_Cooper/0003.jpg
49,"""Kulraj_Randhawa""",4308,4579,0.00013257103273645043,dataset/clean_cropped/NN1/049_n004926_Kulraj_Randhawa/0009.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/049_n004926_Kulraj_Randhawa/0009.jpg
50,"""Riya_Sen""",1492,6873,1.262551813852042e-05,dataset/clean_cropped/NN1/050_n007393_Riya_Sen/0006.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/050_n007393_Riya_Sen/0006.jpg
51,"""Ed_Rendell""",1792,2193,7.054066827549832e-06,dataset/clean_cropped/NN1/051_n002342_Ed_Rendell/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/051_n002342_Ed_Rendell/0000.jpg
51,"""Ed_Rendell""",4231,2193,1.6604948541498743e-05,dataset/clean_cropped/NN1/051_n002342_Ed_Rendell/0003.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/051_n002342_Ed_Rendell/0003.jpg
51,"""Ed_Rendell""",7519,2193,6.534954445669428e-05,dataset/clean_cropped/NN1/051_n002342_Ed_Rendell/0004.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/051_n002342_Ed_Rendell/0004.jpg
51,"""Ed_Rendell""",1792,2193,1.1692121915984899e-05,dataset/clean_cropped/NN1/051_n002342_Ed_Rendell/0006.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/051_n002342_Ed_Rendell/0006.jpg
51,"""Ed_Rendell""",4112,2193,8.677908044774085e-05,dataset/clean_cropped/NN1/051_n002342_Ed_Rendell/0007.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/051_n002342_Ed_Rendell/0007.jpg
51,"""Ed_Rendell""",6358,2193,7.769127478240989e-06,dataset/clean_cropped/NN1/051_n002342_Ed_Rendell/0009.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/051_n002342_Ed_Rendell/0009.jpg
52,"""Demetrio_Albertini""",2527,1988,0.000434784684330225,dataset/clean_cropped/NN1/052_n002119_Demetrio_Albertini/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/052_n002119_Demetrio_Albertini/0000.jpg
52,"""Demetrio_Albertini""",4564,1988,8.588441232859623e-06,dataset/clean_cropped/NN1/052_n002119_Demetrio_Albertini/0004.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/052_n002119_Demetrio_Albertini/0004.jpg
52,"""Demetrio_Albertini""",5231,1988,1.012373195408145e-05,dataset/clean_cropped/NN1/052_n002119_Demetrio_Albertini/0008.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/052_n002119_Demetrio_Albertini/0008.jpg
52,"""Demetrio_Albertini""",7696,1988,9.078303264686838e-06,dataset/clean_cropped/NN1/052_n002119_Demetrio_Albertini/0009.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/052_n002119_Demetrio_Albertini/0009.jpg
53,"""Danniella_Westbrook""",3477,1842,1.6798849173937924e-05,dataset/clean_cropped/NN1/053_n001960_Danniella_Westbrook/0002.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/053_n001960_Danniella_Westbrook/0002.jpg
53,"""Danniella_Westbrook""",2919,1842,6.523907813971164e-07,dataset/clean_cropped/NN1/053_n001960_Danniella_Westbrook/0004.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/053_n001960_Danniella_Westbrook/0004.jpg
53,"""Danniella_Westbrook""",3477,1842,2.675620089576114e-05,dataset/clean_cropped/NN1/053_n001960_Danniella_Westbrook/0005.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/053_n001960_Danniella_Westbrook/0005.jpg
53,"""Danniella_Westbrook""",2918,1842,2.8799806841561804e-06,dataset/clean_cropped/NN1/053_n001960_Danniella_Westbrook/0007.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/053_n001960_Danniella_Westbrook/0007.jpg
53,"""Danniella_Westbrook""",5051,1842,4.027773229609011e-06,dataset/clean_cropped/NN1/053_n001960_Danniella_Westbrook/0009.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/053_n001960_Danniella_Westbrook/0009.jpg
54,"""Demetria_McKinney""",5045,1987,1.1901440302608535e-05,dataset/clean_cropped/NN1/054_n002118_Demetria_McKinney/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/054_n002118_Demetria_McKinney/0000.jpg
54,"""Demetria_McKinney""",5773,1987,7.600489198011928e-07,dataset/clean_cropped/NN1/054_n002118_Demetria_McKinney/0002.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/054_n002118_Demetria_McKinney/0002.jpg
54,"""Demetria_McKinney""",2249,1987,7.667921408938128e-07,dataset/clean_cropped/NN1/054_n002118_Demetria_McKinney/0004.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/054_n002118_Demetria_McKinney/0004.jpg
54,"""Demetria_McKinney""",2249,1987,2.1370265130826738e-06,dataset/clean_cropped/NN1/054_n002118_Demetria_McKinney/0006.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/054_n002118_Demetria_McKinney/0006.jpg
54,"""Demetria_McKinney""",4731,1987,5.069756753073307e-06,dataset/clean_cropped/NN1/054_n002118_Demetria_McKinney/0007.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/054_n002118_Demetria_McKinney/0007.jpg
54,"""Demetria_McKinney""",5397,1987,2.506333430574159e-06,dataset/clean_cropped/NN1/054_n002118_Demetria_McKinney/0009.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/054_n002118_Demetria_McKinney/0009.jpg
55,"""Geoffrey_Kondogbia""",2335,2806,6.853519153082743e-06,dataset/clean_cropped/NN1/055_n003011_Geoffrey_Kondogbia/0001.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/055_n003011_Geoffrey_Kondogbia/0001.jpg
55,"""Geoffrey_Kondogbia""",7860,2806,5.723534195567481e-05,dataset/clean_cropped/NN1/055_n003011_Geoffrey_Kondogbia/0004.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/055_n003011_Geoffrey_Kondogbia/0004.jpg
56,"""Kevin_Streelman""",8583,4432,7.43149848858593e-06,dataset/clean_cropped/NN1/056_n004757_Kevin_Streelman/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/056_n004757_Kevin_Streelman/0000.jpg
56,"""Kevin_Streelman""",299,4432,2.83460394712165e-06,dataset/clean_cropped/NN1/056_n004757_Kevin_Streelman/0008.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/056_n004757_Kevin_Streelman/0008.jpg
57,"""Phil_Brown""",6797,6471,1.8915387727247435e-06,dataset/clean_cropped/NN1/057_n006963_Phil_Brown/0001.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/057_n006963_Phil_Brown/0001.jpg
57,"""Phil_Brown""",1795,6471,5.3618245146935806e-05,dataset/clean_cropped/NN1/057_n006963_Phil_Brown/0002.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/057_n006963_Phil_Brown/0002.jpg
57,"""Phil_Brown""",2316,6471,2.107455884470255e-06,dataset/clean_cropped/NN1/057_n006963_Phil_Brown/0006.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/057_n006963_Phil_Brown/0006.jpg
57,"""Phil_Brown""",4419,6471,1.5363930288003758e-05,dataset/clean_cropped/NN1/057_n006963_Phil_Brown/0007.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/057_n006963_Phil_Brown/0007.jpg
57,"""Phil_Brown""",4338,6471,1.5337805962190032e-05,dataset/clean_cropped/NN1/057_n006963_Phil_Brown/0009.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/057_n006963_Phil_Brown/0009.jpg
58,"""Valentina_Vezzali""",8575,8163,7.1828777436167e-05,dataset/clean_cropped/NN1/058_n008785_Valentina_Vezzali/0001.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/058_n008785_Valentina_Vezzali/0001.jpg
58,"""Valentina_Vezzali""",2147,8163,1.2492734640545677e-05,dataset/clean_cropped/NN1/058_n008785_Valentina_Vezzali/0003.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/058_n008785_Valentina_Vezzali/0003.jpg
58,"""Valentina_Vezzali""",5398,8163,3.2597488370811334e-06,dataset/clean_cropped/NN1/058_n008785_Valentina_Vezzali/0004.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/058_n008785_Valentina_Vezzali/0004.jpg
58,"""Valentina_Vezzali""",1847,8163,6.642885637120344e-06,dataset/clean_cropped/NN1/058_n008785_Valentina_Vezzali/0005.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/058_n008785_Valentina_Vezzali/0005.jpg
58,"""Valentina_Vezzali""",6812,8163,2.4649429178680293e-05,dataset/clean_cropped/NN1/058_n008785_Valentina_Vezzali/0007.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/058_n008785_Valentina_Vezzali/0007.jpg
59,"""Marvin_Agustin""",5580,5325,1.2304671145102475e-05,dataset/clean_cropped/NN1/059_n005757_Marvin_Agustin/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/059_n005757_Marvin_Agustin/0000.jpg
59,"""Marvin_Agustin""",6493,5325,6.168464460643008e-05,dataset/clean_cropped/NN1/059_n005757_Marvin_Agustin/0001.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/059_n005757_Marvin_Agustin/0001.jpg
59,"""Marvin_Agustin""",8178,5325,0.00010034252773039043,dataset/clean_cropped/NN1/059_n005757_Marvin_Agustin/0002.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/059_n005757_Marvin_Agustin/0002.jpg
59,"""Marvin_Agustin""",6500,5325,1.3648303138324991e-05,dataset/clean_cropped/NN1/059_n005757_Marvin_Agustin/0003.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/059_n005757_Marvin_Agustin/0003.jpg
59,"""Marvin_Agustin""",6956,5325,4.140746023040265e-05,dataset/clean_cropped/NN1/059_n005757_Marvin_Agustin/0005.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/059_n005757_Marvin_Agustin/0005.jpg
59,"""Marvin_Agustin""",3816,5325,9.689858416095376e-06,dataset/clean_cropped/NN1/059_n005757_Marvin_Agustin/0007.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/059_n005757_Marvin_Agustin/0007.jpg
59,"""Marvin_Agustin""",6493,5325,8.82536915014498e-06,dataset/clean_cropped/NN1/059_n005757_Marvin_Agustin/0008.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/059_n005757_Marvin_Agustin/0008.jpg
59,"""Marvin_Agustin""",3600,5325,3.070724051212892e-05,dataset/clean_cropped/NN1/059_n005757_Marvin_Agustin/0009.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/059_n005757_Marvin_Agustin/0009.jpg
60,"""Erich_Gonzales""",4294,2418,1.8974864133269875e-06,dataset/clean_cropped/NN1/060_n002586_Erich_Gonzales/0001.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/060_n002586_Erich_Gonzales/0001.jpg
60,"""Erich_Gonzales""",1476,2418,2.1823758288519457e-05,dataset/clean_cropped/NN1/060_n002586_Erich_Gonzales/0007.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/060_n002586_Erich_Gonzales/0007.jpg
61,"""Iva_Frühlingová""",3944,3395,3.451589145697653e-05,dataset/clean_cropped/NN1/061_n003636_Iva_Fr_hlingov/0001.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/061_n003636_Iva_Fr_hlingov/0001.jpg
61,"""Iva_Frühlingová""",1351,3395,9.096728172153234e-05,dataset/clean_cropped/NN1/061_n003636_Iva_Fr_hlingov/0004.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/061_n003636_Iva_Fr_hlingov/0004.jpg
61,"""Iva_Frühlingová""",7120,3395,2.041181687673088e-05,dataset/clean_cropped/NN1/061_n003636_Iva_Fr_hlingov/0007.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/061_n003636_Iva_Fr_hlingov/0007.jpg
62,"""Colin_Kaepernick""",1184,1675,8.034930033318233e-06,dataset/clean_cropped/NN1/062_n001777_Colin_Kaepernick/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/062_n001777_Colin_Kaepernick/0000.jpg
63,"""Harry_Judd""",4312,3126,0.0003538220189511776,dataset/clean_cropped/NN1/063_n003348_Harry_Judd/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/063_n003348_Harry_Judd/0000.jpg
63,"""Harry_Judd""",4525,3126,4.761131276609376e-05,dataset/clean_cropped/NN1/063_n003348_Harry_Judd/0002.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/063_n003348_Harry_Judd/0002.jpg
63,"""Harry_Judd""",6505,3126,1.9462826458038762e-05,dataset/clean_cropped/NN1/063_n003348_Harry_Judd/0003.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/063_n003348_Harry_Judd/0003.jpg
63,"""Harry_Judd""",254,3126,0.00014780109631828964,dataset/clean_cropped/NN1/063_n003348_Harry_Judd/0004.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/063_n003348_Harry_Judd/0004.jpg
64,"""Amit_Sadh""",4597,391,1.2953250916325487e-05,dataset/clean_cropped/NN1/064_n000412_Amit_Sadh/0006.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/064_n000412_Amit_Sadh/0006.jpg
64,"""Amit_Sadh""",6488,391,7.952242413011845e-06,dataset/clean_cropped/NN1/064_n000412_Amit_Sadh/0007.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/064_n000412_Amit_Sadh/0007.jpg
64,"""Amit_Sadh""",6298,391,7.615824415552197e-06,dataset/clean_cropped/NN1/064_n000412_Amit_Sadh/0008.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/064_n000412_Amit_Sadh/0008.jpg
64,"""Amit_Sadh""",4137,391,1.3815979400533251e-05,dataset/clean_cropped/NN1/064_n000412_Amit_Sadh/0009.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/064_n000412_Amit_Sadh/0009.jpg
65,"""Joe_Oliver""",1582,3894,5.335666173778009e-06,dataset/clean_cropped/NN1/065_n004164_Joe_Oliver/0001.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/065_n004164_Joe_Oliver/0001.jpg
65,"""Joe_Oliver""",4960,3894,1.5019233615021221e-05,dataset/clean_cropped/NN1/065_n004164_Joe_Oliver/0002.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/065_n004164_Joe_Oliver/0002.jpg
65,"""Joe_Oliver""",6910,3894,7.91133879829431e-06,dataset/clean_cropped/NN1/065_n004164_Joe_Oliver/0003.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/065_n004164_Joe_Oliver/0003.jpg
65,"""Joe_Oliver""",3094,3894,5.481144853547448e-06,dataset/clean_cropped/NN1/065_n004164_Joe_Oliver/0004.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/065_n004164_Joe_Oliver/0004.jpg
65,"""Joe_Oliver""",5759,3894,1.4220537423170754e-06,dataset/clean_cropped/NN1/065_n004164_Joe_Oliver/0005.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/065_n004164_Joe_Oliver/0005.jpg
65,"""Joe_Oliver""",2973,3894,1.9941484424634837e-05,dataset/clean_cropped/NN1/065_n004164_Joe_Oliver/0009.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/065_n004164_Joe_Oliver/0009.jpg
66,"""Sümer_Tilmaç""",219,7776,1.5861771316849627e-05,dataset/clean_cropped/NN1/066_n008368_S_mer_Tilma/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/066_n008368_S_mer_Tilma/0000.jpg
66,"""Sümer_Tilmaç""",1004,7776,1.98795487449388e-06,dataset/clean_cropped/NN1/066_n008368_S_mer_Tilma/0002.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/066_n008368_S_mer_Tilma/0002.jpg
66,"""Sümer_Tilmaç""",219,7776,1.6596526620560326e-05,dataset/clean_cropped/NN1/066_n008368_S_mer_Tilma/0005.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/066_n008368_S_mer_Tilma/0005.jpg
66,"""Sümer_Tilmaç""",6491,7776,7.389358529508172e-07,dataset/clean_cropped/NN1/066_n008368_S_mer_Tilma/0007.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/066_n008368_S_mer_Tilma/0007.jpg
66,"""Sümer_Tilmaç""",2796,7776,2.8027700409438694e-06,dataset/clean_cropped/NN1/066_n008368_S_mer_Tilma/0008.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/066_n008368_S_mer_Tilma/0008.jpg
66,"""Sümer_Tilmaç""",1129,7776,1.378538854623912e-06,dataset/clean_cropped/NN1/066_n008368_S_mer_Tilma/0009.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/066_n008368_S_mer_Tilma/0009.jpg
67,"""Nicole_Gale_Anderson""",477,6046,0.00016060509369708598,dataset/clean_cropped/NN1/067_n006518_Nicole_Gale_Anderson/0007.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/067_n006518_Nicole_Gale_Anderson/0007.jpg
68,"""David_Choquehuanca""",8364,1902,6.190666681504808e-06,dataset/clean_cropped/NN1/068_n002026_David_Choquehuanca/0001.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/068_n002026_David_Choquehuanca/0001.jpg
68,"""David_Choquehuanca""",8364,1902,8.749993867240846e-06,dataset/clean_cropped/NN1/068_n002026_David_Choquehuanca/0002.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/068_n002026_David_Choquehuanca/0002.jpg
68,"""David_Choquehuanca""",4012,1902,8.767028703005053e-07,dataset/clean_cropped/NN1/068_n002026_David_Choquehuanca/0003.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/068_n002026_David_Choquehuanca/0003.jpg
68,"""David_Choquehuanca""",7315,1902,5.529791451408528e-06,dataset/clean_cropped/NN1/068_n002026_David_Choquehuanca/0004.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/068_n002026_David_Choquehuanca/0004.jpg
